,step,success,seed,env,agent,episode_success,env_step,reward,episode_reward
20,2000000,,3,hopper-hop-backwards,DreamerV3,,2000000,670.3,670.3
21,2100000,,3,hopper-hop-backwards,DreamerV3,,2100000,576.0,576.0
22,2200000,,3,hopper-hop-backwards,DreamerV3,,2200000,524.4,524.4
23,2300000,,3,hopper-hop-backwards,DreamerV3,,2300000,634.8,634.8
24,2400000,,3,hopper-hop-backwards,DreamerV3,,2400000,641.3,641.3
25,2500000,,3,hopper-hop-backwards,DreamerV3,,2500000,693.3,693.3
26,2600000,,3,hopper-hop-backwards,DreamerV3,,2600000,494.3,494.3
27,2700000,,3,hopper-hop-backwards,DreamerV3,,2700000,642.4,642.4
28,2800000,,3,hopper-hop-backwards,DreamerV3,,2800000,659.7,659.7
29,2900000,,3,hopper-hop-backwards,DreamerV3,,2900000,652.2,652.2
30,3000000,,3,hopper-hop-backwards,DreamerV3,,3000000,560.3,560.3
31,3100000,,3,hopper-hop-backwards,DreamerV3,,3100000,639.0,639.0
32,3200000,,3,hopper-hop-backwards,DreamerV3,,3200000,650.6,650.6
33,3300000,,3,hopper-hop-backwards,DreamerV3,,3300000,671.4,671.4
34,3400000,,3,hopper-hop-backwards,DreamerV3,,3400000,663.1,663.1
35,3500000,,3,hopper-hop-backwards,DreamerV3,,3500000,597.5,597.5
36,3600000,,3,hopper-hop-backwards,DreamerV3,,3600000,652.2,652.2
37,3700000,,3,hopper-hop-backwards,DreamerV3,,3700000,664.2,664.2
38,3800000,,3,hopper-hop-backwards,DreamerV3,,3800000,620.7,620.7
39,3900000,,3,hopper-hop-backwards,DreamerV3,,3900000,712.2,712.2
40,100000,,1,hopper-hop-backwards,DreamerV3,,100000,33.3,33.3
41,200000,,1,hopper-hop-backwards,DreamerV3,,200000,378.9,378.9
42,400000,,1,hopper-hop-backwards,DreamerV3,,400000,374.0,374.0
43,500000,,1,hopper-hop-backwards,DreamerV3,,500000,416.6,416.6
44,600000,,1,hopper-hop-backwards,DreamerV3,,600000,470.5,470.5
45,700000,,1,hopper-hop-backwards,DreamerV3,,700000,403.4,403.4
46,800000,,1,hopper-hop-backwards,DreamerV3,,800000,521.7,521.7
47,900000,,1,hopper-hop-backwards,DreamerV3,,900000,553.5,553.5
48,1000000,,1,hopper-hop-backwards,DreamerV3,,1000000,476.6,476.6
49,1100000,,1,hopper-hop-backwards,DreamerV3,,1100000,448.0,448.0
50,1200000,,1,hopper-hop-backwards,DreamerV3,,1200000,553.7,553.7
51,1300000,,1,hopper-hop-backwards,DreamerV3,,1300000,489.4,489.4
52,1400000,,1,hopper-hop-backwards,DreamerV3,,1400000,564.0,564.0
53,1500000,,1,hopper-hop-backwards,DreamerV3,,1500000,589.3,589.3
54,1600000,,1,hopper-hop-backwards,DreamerV3,,1600000,615.9,615.9
55,1800000,,1,hopper-hop-backwards,DreamerV3,,1800000,569.8,569.8
56,1900000,,1,hopper-hop-backwards,DreamerV3,,1900000,474.2,474.2
57,2000000,,1,hopper-hop-backwards,DreamerV3,,2000000,586.0,586.0
58,2100000,,1,hopper-hop-backwards,DreamerV3,,2100000,572.5,572.5
59,2200000,,1,hopper-hop-backwards,DreamerV3,,2200000,634.0,634.0
60,2300000,,1,hopper-hop-backwards,DreamerV3,,2300000,660.6,660.6
61,2400000,,1,hopper-hop-backwards,DreamerV3,,2400000,659.6,659.6
62,2500000,,1,hopper-hop-backwards,DreamerV3,,2500000,626.0,626.0
63,2600000,,1,hopper-hop-backwards,DreamerV3,,2600000,613.2,613.2
64,2700000,,1,hopper-hop-backwards,DreamerV3,,2700000,565.2,565.2
65,2800000,,1,hopper-hop-backwards,DreamerV3,,2800000,652.4,652.4
66,2900000,,1,hopper-hop-backwards,DreamerV3,,2900000,608.0,608.0
67,3000000,,1,hopper-hop-backwards,DreamerV3,,3000000,656.6,656.6
68,3100000,,1,hopper-hop-backwards,DreamerV3,,3100000,674.2,674.2
69,3200000,,1,hopper-hop-backwards,DreamerV3,,3200000,620.7,620.7
70,3300000,,1,hopper-hop-backwards,DreamerV3,,3300000,594.0,594.0
71,3400000,,1,hopper-hop-backwards,DreamerV3,,3400000,591.2,591.2
72,3500000,,1,hopper-hop-backwards,DreamerV3,,3500000,593.5,593.5
73,3600000,,1,hopper-hop-backwards,DreamerV3,,3600000,642.3,642.3
74,3700000,,1,hopper-hop-backwards,DreamerV3,,3700000,691.4,691.4
75,3800000,,1,hopper-hop-backwards,DreamerV3,,3800000,476.1,476.1
76,3900000,,1,hopper-hop-backwards,DreamerV3,,3900000,459.2,459.2
77,0,,2,hopper-hop-backwards,DreamerV3,,0,0.1,0.1
78,100000,,2,hopper-hop-backwards,DreamerV3,,100000,46.0,46.0
79,200000,,2,hopper-hop-backwards,DreamerV3,,200000,76.5,76.5
80,300000,,2,hopper-hop-backwards,DreamerV3,,300000,162.1,162.1
81,400000,,2,hopper-hop-backwards,DreamerV3,,400000,246.1,246.1
82,500000,,2,hopper-hop-backwards,DreamerV3,,500000,263.3,263.3
83,600000,,2,hopper-hop-backwards,DreamerV3,,600000,256.9,256.9
84,700000,,2,hopper-hop-backwards,DreamerV3,,700000,258.9,258.9
85,1000000,,2,hopper-hop-backwards,DreamerV3,,1000000,396.1,396.1
86,1200000,,2,hopper-hop-backwards,DreamerV3,,1200000,390.2,390.2
87,1300000,,2,hopper-hop-backwards,DreamerV3,,1300000,327.4,327.4
88,1400000,,2,hopper-hop-backwards,DreamerV3,,1400000,369.9,369.9
89,1500000,,2,hopper-hop-backwards,DreamerV3,,1500000,393.7,393.7
90,1600000,,2,hopper-hop-backwards,DreamerV3,,1600000,351.4,351.4
91,1700000,,2,hopper-hop-backwards,DreamerV3,,1700000,440.9,440.9
92,1800000,,2,hopper-hop-backwards,DreamerV3,,1800000,544.8,544.8
93,1900000,,2,hopper-hop-backwards,DreamerV3,,1900000,524.8,524.8
94,2000000,,2,hopper-hop-backwards,DreamerV3,,2000000,476.1,476.1
95,2100000,,2,hopper-hop-backwards,DreamerV3,,2100000,598.9,598.9
96,2200000,,2,hopper-hop-backwards,DreamerV3,,2200000,615.7,615.7
97,2300000,,2,hopper-hop-backwards,DreamerV3,,2300000,586.9,586.9
98,2500000,,2,hopper-hop-backwards,DreamerV3,,2500000,634.6,634.6
99,2600000,,2,hopper-hop-backwards,DreamerV3,,2600000,661.7,661.7
100,2700000,,2,hopper-hop-backwards,DreamerV3,,2700000,683.5,683.5
101,2800000,,2,hopper-hop-backwards,DreamerV3,,2800000,694.1,694.1
102,2900000,,2,hopper-hop-backwards,DreamerV3,,2900000,639.7,639.7
103,3000000,,2,hopper-hop-backwards,DreamerV3,,3000000,641.1,641.1
104,3100000,,2,hopper-hop-backwards,DreamerV3,,3100000,639.9,639.9
105,3200000,,2,hopper-hop-backwards,DreamerV3,,3200000,644.1,644.1
106,3300000,,2,hopper-hop-backwards,DreamerV3,,3300000,613.9,613.9
107,3400000,,2,hopper-hop-backwards,DreamerV3,,3400000,671.2,671.2
108,3500000,,2,hopper-hop-backwards,DreamerV3,,3500000,651.1,651.1
109,3600000,,2,hopper-hop-backwards,DreamerV3,,3600000,742.6,742.6
110,3700000,,2,hopper-hop-backwards,DreamerV3,,3700000,654.0,654.0
111,3800000,,2,hopper-hop-backwards,DreamerV3,,3800000,710.4,710.4
112,3900000,,2,hopper-hop-backwards,DreamerV3,,3900000,663.5,663.5
0,0,,3,walker-walk,DreamerV3,,0,48.8,48.8
1,100000,,3,walker-walk,DreamerV3,,100000,569.4,569.4
2,300000,,3,walker-walk,DreamerV3,,300000,759.6,759.6
3,400000,,3,walker-walk,DreamerV3,,400000,849.9,849.9
4,500000,,3,walker-walk,DreamerV3,,500000,897.7,897.7
5,600000,,3,walker-walk,DreamerV3,,600000,855.7,855.7
6,800000,,3,walker-walk,DreamerV3,,800000,844.8,844.8
7,900000,,3,walker-walk,DreamerV3,,900000,858.0,858.0
8,1000000,,3,walker-walk,DreamerV3,,1000000,764.2,764.2
9,1100000,,3,walker-walk,DreamerV3,,1100000,927.1,927.1
10,1200000,,3,walker-walk,DreamerV3,,1200000,831.7,831.7
11,1300000,,3,walker-walk,DreamerV3,,1300000,803.2,803.2
12,1400000,,3,walker-walk,DreamerV3,,1400000,903.6,903.6
13,1500000,,3,walker-walk,DreamerV3,,1500000,909.0,909.0
14,1600000,,3,walker-walk,DreamerV3,,1600000,882.2,882.2
15,1700000,,3,walker-walk,DreamerV3,,1700000,886.1,886.1
16,1800000,,3,walker-walk,DreamerV3,,1800000,919.0,919.0
17,1900000,,3,walker-walk,DreamerV3,,1900000,895.4,895.4
18,2000000,,3,walker-walk,DreamerV3,,2000000,934.5,934.5
19,2100000,,3,walker-walk,DreamerV3,,2100000,934.1,934.1
20,2200000,,3,walker-walk,DreamerV3,,2200000,925.5,925.5
21,2300000,,3,walker-walk,DreamerV3,,2300000,936.8,936.8
22,2400000,,3,walker-walk,DreamerV3,,2400000,944.1,944.1
23,2500000,,3,walker-walk,DreamerV3,,2500000,887.1,887.1
24,2600000,,3,walker-walk,DreamerV3,,2600000,743.7,743.7
25,2700000,,3,walker-walk,DreamerV3,,2700000,898.3,898.3
26,2800000,,3,walker-walk,DreamerV3,,2800000,924.3,924.3
27,2900000,,3,walker-walk,DreamerV3,,2900000,877.0,877.0
28,3000000,,3,walker-walk,DreamerV3,,3000000,782.1,782.1
29,3100000,,3,walker-walk,DreamerV3,,3100000,914.3,914.3
30,3200000,,3,walker-walk,DreamerV3,,3200000,940.3,940.3
31,3300000,,3,walker-walk,DreamerV3,,3300000,912.9,912.9
32,3400000,,3,walker-walk,DreamerV3,,3400000,925.5,925.5
33,3500000,,3,walker-walk,DreamerV3,,3500000,776.3,776.3
34,3600000,,3,walker-walk,DreamerV3,,3600000,896.3,896.3
35,3700000,,3,walker-walk,DreamerV3,,3700000,902.7,902.7
36,3800000,,3,walker-walk,DreamerV3,,3800000,893.7,893.7
37,3900000,,3,walker-walk,DreamerV3,,3900000,912.3,912.3
38,100000,,2,walker-walk,DreamerV3,,100000,651.8,651.8
39,200000,,2,walker-walk,DreamerV3,,200000,749.4,749.4
40,300000,,2,walker-walk,DreamerV3,,300000,895.4,895.4
41,400000,,2,walker-walk,DreamerV3,,400000,864.5,864.5
42,500000,,2,walker-walk,DreamerV3,,500000,844.9,844.9
43,600000,,2,walker-walk,DreamerV3,,600000,803.2,803.2
44,700000,,2,walker-walk,DreamerV3,,700000,737.6,737.6
45,800000,,2,walker-walk,DreamerV3,,800000,796.0,796.0
46,900000,,2,walker-walk,DreamerV3,,900000,871.6,871.6
47,1000000,,2,walker-walk,DreamerV3,,1000000,842.1,842.1
48,1100000,,2,walker-walk,DreamerV3,,1100000,887.7,887.7
49,1200000,,2,walker-walk,DreamerV3,,1200000,910.4,910.4
50,1300000,,2,walker-walk,DreamerV3,,1300000,845.9,845.9
51,1400000,,2,walker-walk,DreamerV3,,1400000,914.8,914.8
52,1500000,,2,walker-walk,DreamerV3,,1500000,904.0,904.0
53,1600000,,2,walker-walk,DreamerV3,,1600000,886.5,886.5
54,1700000,,2,walker-walk,DreamerV3,,1700000,848.4,848.4
55,1800000,,2,walker-walk,DreamerV3,,1800000,865.1,865.1
56,1900000,,2,walker-walk,DreamerV3,,1900000,886.1,886.1
57,2000000,,2,walker-walk,DreamerV3,,2000000,911.5,911.5
58,2100000,,2,walker-walk,DreamerV3,,2100000,944.4,944.4
59,2200000,,2,walker-walk,DreamerV3,,2200000,785.0,785.0
60,2300000,,2,walker-walk,DreamerV3,,2300000,915.4,915.4
61,2400000,,2,walker-walk,DreamerV3,,2400000,913.0,913.0
62,2500000,,2,walker-walk,DreamerV3,,2500000,931.0,931.0
63,2600000,,2,walker-walk,DreamerV3,,2600000,884.7,884.7
64,2700000,,2,walker-walk,DreamerV3,,2700000,928.6,928.6
65,2800000,,2,walker-walk,DreamerV3,,2800000,891.6,891.6
66,2900000,,2,walker-walk,DreamerV3,,2900000,908.0,908.0
67,3100000,,2,walker-walk,DreamerV3,,3100000,912.2,912.2
68,3200000,,2,walker-walk,DreamerV3,,3200000,938.8,938.8
69,3300000,,2,walker-walk,DreamerV3,,3300000,918.3,918.3
70,3400000,,2,walker-walk,DreamerV3,,3400000,936.6,936.6
71,3500000,,2,walker-walk,DreamerV3,,3500000,904.4,904.4
72,3600000,,2,walker-walk,DreamerV3,,3600000,938.9,938.9
73,3700000,,2,walker-walk,DreamerV3,,3700000,906.2,906.2
74,3800000,,2,walker-walk,DreamerV3,,3800000,916.7,916.7
75,3900000,,2,walker-walk,DreamerV3,,3900000,898.8,898.8
76,100000,,1,walker-walk,DreamerV3,,100000,669.2,669.2
77,200000,,1,walker-walk,DreamerV3,,200000,855.3,855.3
78,300000,,1,walker-walk,DreamerV3,,300000,828.0,828.0
79,400000,,1,walker-walk,DreamerV3,,400000,831.0,831.0
80,500000,,1,walker-walk,DreamerV3,,500000,892.5,892.5
81,600000,,1,walker-walk,DreamerV3,,600000,869.9,869.9
82,700000,,1,walker-walk,DreamerV3,,700000,876.0,876.0
83,800000,,1,walker-walk,DreamerV3,,800000,844.0,844.0
84,900000,,1,walker-walk,DreamerV3,,900000,862.3,862.3
85,1000000,,1,walker-walk,DreamerV3,,1000000,855.4,855.4
86,1100000,,1,walker-walk,DreamerV3,,1100000,923.1,923.1
87,1200000,,1,walker-walk,DreamerV3,,1200000,908.5,908.5
88,1300000,,1,walker-walk,DreamerV3,,1300000,932.7,932.7
89,1400000,,1,walker-walk,DreamerV3,,1400000,919.3,919.3
90,1500000,,1,walker-walk,DreamerV3,,1500000,799.7,799.7
91,1600000,,1,walker-walk,DreamerV3,,1600000,945.6,945.6
92,1700000,,1,walker-walk,DreamerV3,,1700000,911.2,911.2
93,1800000,,1,walker-walk,DreamerV3,,1800000,880.3,880.3
94,1900000,,1,walker-walk,DreamerV3,,1900000,903.1,903.1
95,2000000,,1,walker-walk,DreamerV3,,2000000,934.7,934.7
96,2100000,,1,walker-walk,DreamerV3,,2100000,937.6,937.6
97,2200000,,1,walker-walk,DreamerV3,,2200000,904.0,904.0
98,2300000,,1,walker-walk,DreamerV3,,2300000,809.9,809.9
99,2400000,,1,walker-walk,DreamerV3,,2400000,880.8,880.8
100,2500000,,1,walker-walk,DreamerV3,,2500000,890.2,890.2
101,2600000,,1,walker-walk,DreamerV3,,2600000,887.6,887.6
102,2700000,,1,walker-walk,DreamerV3,,2700000,865.9,865.9
103,2800000,,1,walker-walk,DreamerV3,,2800000,892.9,892.9
104,2900000,,1,walker-walk,DreamerV3,,2900000,908.7,908.7
105,3000000,,1,walker-walk,DreamerV3,,3000000,933.7,933.7
106,3100000,,1,walker-walk,DreamerV3,,3100000,922.1,922.1
107,3200000,,1,walker-walk,DreamerV3,,3200000,919.2,919.2
108,3300000,,1,walker-walk,DreamerV3,,3300000,900.8,900.8
109,3500000,,1,walker-walk,DreamerV3,,3500000,926.9,926.9
110,3600000,,1,walker-walk,DreamerV3,,3600000,923.9,923.9
111,3700000,,1,walker-walk,DreamerV3,,3700000,950.2,950.2
112,3800000,,1,walker-walk,DreamerV3,,3800000,799.3,799.3
113,3900000,,1,walker-walk,DreamerV3,,3900000,900.6,900.6
0,100000,1.0,3,mw-coffee-button,DreamerV3,1.0,100000,,
1,200000,1.0,3,mw-coffee-button,DreamerV3,1.0,200000,,
2,300000,1.0,3,mw-coffee-button,DreamerV3,1.0,300000,,
3,400000,0.67,3,mw-coffee-button,DreamerV3,0.67,400000,,
4,500000,0.9,3,mw-coffee-button,DreamerV3,0.9,500000,,
5,600000,1.0,3,mw-coffee-button,DreamerV3,1.0,600000,,
6,700000,0.93,3,mw-coffee-button,DreamerV3,0.93,700000,,
7,800000,1.0,3,mw-coffee-button,DreamerV3,1.0,800000,,
8,900000,0.7,3,mw-coffee-button,DreamerV3,0.7,900000,,
9,1000000,1.0,3,mw-coffee-button,DreamerV3,1.0,1000000,,
10,1100000,1.0,3,mw-coffee-button,DreamerV3,1.0,1100000,,
11,1200000,1.0,3,mw-coffee-button,DreamerV3,1.0,1200000,,
12,1300000,0.8,3,mw-coffee-button,DreamerV3,0.8,1300000,,
13,1400000,0.9,3,mw-coffee-button,DreamerV3,0.9,1400000,,
14,1500000,1.0,3,mw-coffee-button,DreamerV3,1.0,1500000,,
15,1600000,1.0,3,mw-coffee-button,DreamerV3,1.0,1600000,,
16,1700000,0.9,3,mw-coffee-button,DreamerV3,0.9,1700000,,
17,1800000,1.0,3,mw-coffee-button,DreamerV3,1.0,1800000,,
18,1900000,0.9,3,mw-coffee-button,DreamerV3,0.9,1900000,,
19,2000000,1.0,3,mw-coffee-button,DreamerV3,1.0,2000000,,
20,100000,0.97,1,mw-coffee-button,DreamerV3,0.97,100000,,
21,200000,0.8,1,mw-coffee-button,DreamerV3,0.8,200000,,
22,300000,0.88,1,mw-coffee-button,DreamerV3,0.88,300000,,
23,400000,0.9,1,mw-coffee-button,DreamerV3,0.9,400000,,
24,500000,1.0,1,mw-coffee-button,DreamerV3,1.0,500000,,
25,600000,1.0,1,mw-coffee-button,DreamerV3,1.0,600000,,
26,700000,0.9,1,mw-coffee-button,DreamerV3,0.9,700000,,
27,800000,0.8,1,mw-coffee-button,DreamerV3,0.8,800000,,
28,900000,1.0,1,mw-coffee-button,DreamerV3,1.0,900000,,
29,1000000,1.0,1,mw-coffee-button,DreamerV3,1.0,1000000,,
30,1100000,0.77,1,mw-coffee-button,DreamerV3,0.77,1100000,,
31,1200000,1.0,1,mw-coffee-button,DreamerV3,1.0,1200000,,
32,1300000,1.0,1,mw-coffee-button,DreamerV3,1.0,1300000,,
33,1400000,0.8,1,mw-coffee-button,DreamerV3,0.8,1400000,,
34,1500000,0.97,1,mw-coffee-button,DreamerV3,0.97,1500000,,
35,1600000,1.0,1,mw-coffee-button,DreamerV3,1.0,1600000,,
36,1700000,1.0,1,mw-coffee-button,DreamerV3,1.0,1700000,,
37,1800000,1.0,1,mw-coffee-button,DreamerV3,1.0,1800000,,
38,1900000,0.87,1,mw-coffee-button,DreamerV3,0.87,1900000,,
39,2000000,0.85,1,mw-coffee-button,DreamerV3,0.85,2000000,,
40,100000,0.97,2,mw-coffee-button,DreamerV3,0.97,100000,,
41,200000,1.0,2,mw-coffee-button,DreamerV3,1.0,200000,,
42,300000,0.9,2,mw-coffee-button,DreamerV3,0.9,300000,,
43,400000,0.8,2,mw-coffee-button,DreamerV3,0.8,400000,,
44,500000,1.0,2,mw-coffee-button,DreamerV3,1.0,500000,,
45,600000,1.0,2,mw-coffee-button,DreamerV3,1.0,600000,,
46,700000,0.9,2,mw-coffee-button,DreamerV3,0.9,700000,,
47,800000,0.65,2,mw-coffee-button,DreamerV3,0.65,800000,,
48,900000,1.0,2,mw-coffee-button,DreamerV3,1.0,900000,,
49,1000000,1.0,2,mw-coffee-button,DreamerV3,1.0,1000000,,
50,1100000,0.8,2,mw-coffee-button,DreamerV3,0.8,1100000,,
51,1200000,1.0,2,mw-coffee-button,DreamerV3,1.0,1200000,,
52,1300000,0.8,2,mw-coffee-button,DreamerV3,0.8,1300000,,
53,1400000,1.0,2,mw-coffee-button,DreamerV3,1.0,1400000,,
54,1500000,0.5,2,mw-coffee-button,DreamerV3,0.5,1500000,,
55,1600000,0.6,2,mw-coffee-button,DreamerV3,0.6,1600000,,
56,1700000,0.9,2,mw-coffee-button,DreamerV3,0.9,1700000,,
57,1800000,0.8,2,mw-coffee-button,DreamerV3,0.8,1800000,,
58,1900000,0.93,2,mw-coffee-button,DreamerV3,0.93,1900000,,
59,2000000,1.0,2,mw-coffee-button,DreamerV3,1.0,2000000,,
0,200000,,2,dog-stand,DreamerV3,,200000,26.6,26.6
1,400000,,2,dog-stand,DreamerV3,,400000,21.7,21.7
2,500000,,2,dog-stand,DreamerV3,,500000,19.5,19.5
3,1000000,,2,dog-stand,DreamerV3,,1000000,17.5,17.5
4,1400000,,2,dog-stand,DreamerV3,,1400000,20.5,20.5
5,1800000,,2,dog-stand,DreamerV3,,1800000,18.6,18.6
6,2000000,,2,dog-stand,DreamerV3,,2000000,18.0,18.0
7,2400000,,2,dog-stand,DreamerV3,,2400000,19.9,19.9
8,2700000,,2,dog-stand,DreamerV3,,2700000,20.2,20.2
9,3100000,,2,dog-stand,DreamerV3,,3100000,19.7,19.7
10,3400000,,2,dog-stand,DreamerV3,,3400000,18.8,18.8
11,3500000,,2,dog-stand,DreamerV3,,3500000,19.2,19.2
12,3600000,,2,dog-stand,DreamerV3,,3600000,18.7,18.7
13,3700000,,2,dog-stand,DreamerV3,,3700000,18.9,18.9
14,3800000,,2,dog-stand,DreamerV3,,3800000,20.5,20.5
15,4000000,,2,dog-stand,DreamerV3,,4000000,19.5,19.5
16,4300000,,2,dog-stand,DreamerV3,,4300000,24.0,24.0
17,4700000,,2,dog-stand,DreamerV3,,4700000,22.0,22.0
18,4900000,,2,dog-stand,DreamerV3,,4900000,20.2,20.2
19,5400000,,2,dog-stand,DreamerV3,,5400000,21.9,21.9
20,5500000,,2,dog-stand,DreamerV3,,5500000,22.0,22.0
21,5600000,,2,dog-stand,DreamerV3,,5600000,21.6,21.6
22,6000000,,2,dog-stand,DreamerV3,,6000000,22.2,22.2
23,6100000,,2,dog-stand,DreamerV3,,6100000,22.8,22.8
24,6700000,,2,dog-stand,DreamerV3,,6700000,21.8,21.8
25,6800000,,2,dog-stand,DreamerV3,,6800000,20.1,20.1
26,6900000,,2,dog-stand,DreamerV3,,6900000,21.9,21.9
27,7300000,,2,dog-stand,DreamerV3,,7300000,18.9,18.9
28,8000000,,2,dog-stand,DreamerV3,,8000000,21.5,21.5
29,8100000,,2,dog-stand,DreamerV3,,8100000,21.8,21.8
30,8400000,,2,dog-stand,DreamerV3,,8400000,18.2,18.2
31,8600000,,2,dog-stand,DreamerV3,,8600000,18.8,18.8
32,9100000,,2,dog-stand,DreamerV3,,9100000,21.3,21.3
33,9300000,,2,dog-stand,DreamerV3,,9300000,22.8,22.8
34,9400000,,2,dog-stand,DreamerV3,,9400000,27.6,27.6
35,9500000,,2,dog-stand,DreamerV3,,9500000,24.6,24.6
36,9800000,,2,dog-stand,DreamerV3,,9800000,19.5,19.5
37,9900000,,2,dog-stand,DreamerV3,,9900000,21.0,21.0
38,11400000,,2,dog-stand,DreamerV3,,11400000,17.8,17.8
39,12100000,,2,dog-stand,DreamerV3,,12100000,18.5,18.5
40,12200000,,2,dog-stand,DreamerV3,,12200000,34.3,34.3
41,12500000,,2,dog-stand,DreamerV3,,12500000,19.6,19.6
42,12800000,,2,dog-stand,DreamerV3,,12800000,31.1,31.1
43,13100000,,2,dog-stand,DreamerV3,,13100000,35.4,35.4
44,13400000,,2,dog-stand,DreamerV3,,13400000,25.7,25.7
45,13500000,,2,dog-stand,DreamerV3,,13500000,20.7,20.7
46,13700000,,2,dog-stand,DreamerV3,,13700000,28.8,28.8
47,13800000,,2,dog-stand,DreamerV3,,13800000,28.7,28.7
48,13900000,,2,dog-stand,DreamerV3,,13900000,20.3,20.3
49,100000,,3,dog-stand,DreamerV3,,100000,50.6,50.6
50,400000,,3,dog-stand,DreamerV3,,400000,34.5,34.5
51,500000,,3,dog-stand,DreamerV3,,500000,34.2,34.2
52,600000,,3,dog-stand,DreamerV3,,600000,21.2,21.2
53,800000,,3,dog-stand,DreamerV3,,800000,27.2,27.2
54,900000,,3,dog-stand,DreamerV3,,900000,19.7,19.7
55,1000000,,3,dog-stand,DreamerV3,,1000000,21.8,21.8
56,1200000,,3,dog-stand,DreamerV3,,1200000,20.3,20.3
57,1600000,,3,dog-stand,DreamerV3,,1600000,19.1,19.1
58,1700000,,3,dog-stand,DreamerV3,,1700000,24.4,24.4
59,2400000,,3,dog-stand,DreamerV3,,2400000,18.1,18.1
60,2600000,,3,dog-stand,DreamerV3,,2600000,21.1,21.1
61,3300000,,3,dog-stand,DreamerV3,,3300000,25.0,25.0
62,3400000,,3,dog-stand,DreamerV3,,3400000,23.0,23.0
63,3700000,,3,dog-stand,DreamerV3,,3700000,21.4,21.4
64,4000000,,3,dog-stand,DreamerV3,,4000000,18.7,18.7
65,4200000,,3,dog-stand,DreamerV3,,4200000,20.0,20.0
66,4500000,,3,dog-stand,DreamerV3,,4500000,20.2,20.2
67,4600000,,3,dog-stand,DreamerV3,,4600000,34.8,34.8
68,4800000,,3,dog-stand,DreamerV3,,4800000,21.8,21.8
69,4900000,,3,dog-stand,DreamerV3,,4900000,21.1,21.1
70,5000000,,3,dog-stand,DreamerV3,,5000000,20.7,20.7
71,5100000,,3,dog-stand,DreamerV3,,5100000,21.7,21.7
72,5200000,,3,dog-stand,DreamerV3,,5200000,21.5,21.5
73,6000000,,3,dog-stand,DreamerV3,,6000000,20.7,20.7
74,6200000,,3,dog-stand,DreamerV3,,6200000,21.9,21.9
75,6700000,,3,dog-stand,DreamerV3,,6700000,20.2,20.2
76,6900000,,3,dog-stand,DreamerV3,,6900000,19.3,19.3
77,7100000,,3,dog-stand,DreamerV3,,7100000,19.5,19.5
78,7300000,,3,dog-stand,DreamerV3,,7300000,18.5,18.5
79,7800000,,3,dog-stand,DreamerV3,,7800000,18.6,18.6
80,8900000,,3,dog-stand,DreamerV3,,8900000,21.7,21.7
81,9000000,,3,dog-stand,DreamerV3,,9000000,22.1,22.1
82,9100000,,3,dog-stand,DreamerV3,,9100000,21.3,21.3
83,9400000,,3,dog-stand,DreamerV3,,9400000,20.1,20.1
84,9700000,,3,dog-stand,DreamerV3,,9700000,21.4,21.4
85,9800000,,3,dog-stand,DreamerV3,,9800000,29.6,29.6
86,9900000,,3,dog-stand,DreamerV3,,9900000,30.3,30.3
87,10300000,,3,dog-stand,DreamerV3,,10300000,21.5,21.5
88,10400000,,3,dog-stand,DreamerV3,,10400000,20.3,20.3
89,10500000,,3,dog-stand,DreamerV3,,10500000,18.6,18.6
90,10700000,,3,dog-stand,DreamerV3,,10700000,20.0,20.0
91,10800000,,3,dog-stand,DreamerV3,,10800000,20.9,20.9
92,10900000,,3,dog-stand,DreamerV3,,10900000,19.8,19.8
93,11000000,,3,dog-stand,DreamerV3,,11000000,18.8,18.8
94,11100000,,3,dog-stand,DreamerV3,,11100000,18.4,18.4
95,11700000,,3,dog-stand,DreamerV3,,11700000,17.9,17.9
96,11900000,,3,dog-stand,DreamerV3,,11900000,19.1,19.1
97,12200000,,3,dog-stand,DreamerV3,,12200000,18.4,18.4
98,12500000,,3,dog-stand,DreamerV3,,12500000,19.1,19.1
99,12600000,,3,dog-stand,DreamerV3,,12600000,20.4,20.4
100,12900000,,3,dog-stand,DreamerV3,,12900000,31.9,31.9
101,13000000,,3,dog-stand,DreamerV3,,13000000,19.9,19.9
102,13100000,,3,dog-stand,DreamerV3,,13100000,18.9,18.9
103,13200000,,3,dog-stand,DreamerV3,,13200000,19.8,19.8
104,13300000,,3,dog-stand,DreamerV3,,13300000,25.1,25.1
105,13400000,,3,dog-stand,DreamerV3,,13400000,25.7,25.7
106,13500000,,3,dog-stand,DreamerV3,,13500000,24.4,24.4
107,13600000,,3,dog-stand,DreamerV3,,13600000,19.0,19.0
108,13800000,,3,dog-stand,DreamerV3,,13800000,22.3,22.3
109,13900000,,3,dog-stand,DreamerV3,,13900000,19.5,19.5
110,400000,,1,dog-stand,DreamerV3,,400000,29.0,29.0
111,600000,,1,dog-stand,DreamerV3,,600000,22.2,22.2
112,700000,,1,dog-stand,DreamerV3,,700000,21.7,21.7
113,1200000,,1,dog-stand,DreamerV3,,1200000,22.3,22.3
114,1400000,,1,dog-stand,DreamerV3,,1400000,20.5,20.5
115,1700000,,1,dog-stand,DreamerV3,,1700000,28.6,28.6
116,1800000,,1,dog-stand,DreamerV3,,1800000,27.9,27.9
117,2100000,,1,dog-stand,DreamerV3,,2100000,19.2,19.2
